location,princ,irate,cscore,result
suburban,646,7.75,577,default
suburban,753,7.25,724,default
suburban,859,7.25,748,non-default
suburban,276,6.5,707,non-default
suburban,85,8,608,default
rural,727,7,656,non-default
suburban,780,7.25,685,default
suburban,707,7.5,713,non-default
suburban,133,7.5,493,non-default
suburban,662,7.25,648,default
rural,389,7.75,468,default
urban,740,7.25,665,non-default
rural,523,7.5,584,default
suburban,382,7.5,708,non-default
suburban,742,7,711,default
rural,654,6.75,536,non-default
suburban,688,7.5,681,non-default
suburban,450,7,675,non-default
suburban,657,7.25,702,default
rural,1019,7.5,689,default
rural,855,7.25,744,default
suburban,947,7.75,672,default
suburban,754,7,724,default
suburban,570,7.5,668,default
rural,260,6.75,672,non-default
urban,579,6.75,770,non-default
urban,627,7,734,non-default
urban,725,7.5,673,default
suburban,726,7.75,555,default
urban,635,7.25,606,default
urban,529,7.5,448,default
urban,575,7.25,659,default
rural,845,7.25,781,default
suburban,363,7,764,non-default
suburban,495,7.25,611,non-default
suburban,628,7.25,770,default
suburban,616,7.25,695,non-default
suburban,742,7.25,667,default
suburban,764,7.75,501,default
suburban,320,6.5,601,non-default
suburban,391,7.75,603,default
suburban,866,7.25,726,default
urban,617,7.25,656,default
rural,263,7.25,615,non-default
urban,554,7,707,non-default
urban,333,7,583,default
suburban,379,7.5,630,default
urban,327,7.75,440,default
urban,129,7.25,529,default
suburban,485,7.25,655,non-default
suburban,676,7.25,721,default
rural,1256,7.5,674,default
suburban,737,7.25,679,default
suburban,605,7,780,default
urban,599,7.5,647,non-default
suburban,829,7.5,619,non-default
suburban,726,6.75,672,non-default
urban,326,7,631,default
rural,372,7.75,615,default
urban,568,6.75,754,non-default
suburban,619,7.75,599,default
suburban,1077,6.25,709,non-default
rural,1114,7.75,703,non-default
suburban,431,7.25,677,default
urban,478,8,519,default
suburban,341,7.25,680,default
suburban,652,6.75,703,non-default
suburban,735,7.25,710,default
rural,1187,7.5,671,default
suburban,282,7.75,621,default
suburban,518,7,733,default
urban,428,7,753,default
suburban,454,7.75,669,non-default
urban,658,7.25,705,default
urban,542,7.25,703,non-default
suburban,336,7.25,590,non-default
rural,438,7,760,non-default
urban,431,7.25,586,non-default
urban,632,7,699,default
suburban,264,7,568,non-default
urban,366,7,709,default
suburban,375,7.25,611,non-default
suburban,603,7.25,656,default
suburban,433,7.75,664,default
urban,661,7.25,632,non-default
suburban,676,7,705,non-default
rural,294,8,603,default
suburban,385,7,700,default
suburban,253,7,692,non-default
suburban,462,7.25,718,default
suburban,625,7.25,735,default
urban,193,7,686,non-default
urban,405,6.75,674,non-default
suburban,705,7.25,681,non-default
suburban,840,7.25,659,default
rural,560,7,580,non-default
urban,594,7.5,720,default
urban,510,7.25,712,default
suburban,599,7.25,691,default
suburban,401,7.5,658,default
suburban,813,7.25,651,default
suburban,122,8,643,default
suburban,356,7.5,594,default
rural,436,7.5,629,non-default
suburban,768,7.25,712,default
rural,412,7.5,616,default
rural,1152,7.25,758,default
rural,381,7.5,453,non-default
suburban,343,7.25,659,default
suburban,307,7.25,541,default
suburban,565,7.25,626,default
suburban,901,7.25,701,default
suburban,698,7.25,662,default
suburban,809,6.5,740,non-default
suburban,764,7.25,704,default
suburban,805,7.25,686,default
urban,158,7,754,default
suburban,627,8,500,default
suburban,240,7.75,627,default
suburban,921,7.25,680,default
suburban,365,7.25,547,default
urban,419,7,692,default
suburban,936,7.25,711,default
urban,581,7.25,560,default
suburban,904,7.25,649,default
suburban,669,7.5,558,default
suburban,593,7.25,720,default
suburban,410,8,587,default
suburban,459,7.25,719,default
suburban,461,7,721,default
suburban,557,7.25,713,default
rural,354,7,595,non-default
suburban,966,7.75,623,non-default
suburban,310,7.25,656,non-default
rural,558,7,653,non-default
urban,370,6.75,622,default
rural,626,7.25,638,non-default
urban,495,7,641,non-default
urban,486,7.25,602,default
suburban,521,7.25,713,default
suburban,353,7.25,678,non-default
rural,338,7,475,default
suburban,519,7.25,681,non-default
suburban,506,7.75,708,non-default
suburban,330,8.25,645,default
urban,250,7.25,475,default
suburban,373,7.75,675,default
rural,1117,7.5,679,default
suburban,653,7.25,658,default
suburban,312,7.25,562,default
urban,677,7.25,629,non-default
suburban,333,7.25,612,non-default
suburban,666,7,710,default
urban,347,7.25,570,default
suburban,524,7.25,715,default
suburban,890,7,709,non-default
suburban,687,7.25,696,default
suburban,613,7,722,default
suburban,338,6.75,572,non-default
rural,1019,7.25,730,default
urban,540,7.5,579,default
urban,391,7.5,539,default
rural,245,7.5,625,non-default
urban,460,7.5,723,default
suburban,762,7.25,685,default
rural,458,7.5,587,non-default
suburban,522,7,714,default
suburban,610,7.25,644,default
rural,931,6.75,664,non-default
suburban,617,7.25,707,default
suburban,709,7.5,593,default
rural,535,7.25,803,non-default
urban,233,7,587,non-default
rural,299,7.25,630,non-default
suburban,334,7.5,657,default
rural,193,7,659,default
suburban,793,7.25,718,default
suburban,763,7.25,682,default
urban,662,7.25,725,non-default
urban,463,7.25,695,default
urban,306,7,728,default
rural,994,7.5,715,default
rural,523,7.25,643,non-default
suburban,952,6.75,693,non-default
suburban,362,7.25,640,non-default
suburban,419,7.25,704,default
suburban,528,7.25,657,default
suburban,477,7.25,672,non-default
urban,434,7.75,468,default
suburban,348,7,689,non-default
suburban,727,7.75,546,default
suburban,714,7.25,703,default
urban,686,7.5,720,non-default
suburban,944,7.25,684,default
suburban,393,7,693,non-default
suburban,820,7.25,564,non-default
suburban,730,7,733,default
urban,483,7.5,659,default
suburban,634,7.25,668,default
rural,42,7.75,598,default
urban,556,7.25,691,default
rural,1011,7.5,614,default
rural,445,7,596,non-default
urban,633,7,788,non-default
suburban,423,7.5,656,non-default
suburban,838,7.5,528,default
suburban,601,7.25,654,default
suburban,169,8.25,641,default
suburban,284,7.25,732,default
rural,501,7,642,non-default
suburban,452,8,625,default
suburban,338,7.25,583,non-default
rural,117,7,596,non-default
suburban,390,7,670,non-default
rural,770,7.25,761,default
urban,598,8,709,default
suburban,671,7,663,non-default
suburban,779,7.5,689,non-default
rural,956,7.25,692,default
urban,560,7.25,544,default
suburban,771,7.25,628,default
rural,673,6.75,647,non-default
urban,694,7.25,573,default
rural,881,7,659,non-default
urban,575,7.25,673,default
suburban,598,7.25,672,non-default
rural,1028,7.25,718,default
urban,661,7.25,683,default
suburban,485,7,767,default
rural,538,7,843,non-default
suburban,472,7.25,683,default
urban,537,7.5,681,default
rural,1059,7.25,682,default
rural,202,7.75,558,non-default
urban,439,7,705,default
suburban,818,6.25,720,non-default
suburban,726,8,581,default
rural,659,7.5,624,default
urban,390,7.25,501,default
urban,439,7,724,non-default
urban,427,7.25,619,default
urban,483,7.5,551,default
suburban,922,7.25,646,default
urban,606,7.25,626,default
suburban,680,6.5,722,non-default
urban,629,7.25,596,default
urban,390,7.75,513,default
suburban,279,7.75,667,default
suburban,821,6.75,739,non-default
suburban,485,7.75,483,default
suburban,581,7.25,651,default
suburban,268,6.75,611,default
urban,408,7,645,non-default
suburban,313,7,722,default
rural,651,7.25,649,non-default
suburban,852,7.25,748,non-default
urban,561,7,714,non-default
urban,530,7,683,default
rural,1069,7.25,726,default
suburban,507,7.5,663,default
urban,325,7.25,635,non-default
suburban,440,7.75,667,non-default
suburban,704,7.25,660,default
rural,1246,7.25,671,default
suburban,843,7.25,681,default
suburban,439,7.5,642,non-default
urban,566,7,673,default
suburban,640,7.25,664,default
suburban,520,7,712,default
rural,496,7,653,non-default
suburban,520,8,689,default
rural,745,6.5,670,non-default
rural,947,7.5,668,default
urban,499,7.75,566,default
urban,414,7.25,600,non-default
suburban,626,6.75,669,non-default
suburban,647,7,721,non-default
suburban,826,7,684,default
rural,888,7.25,737,default
rural,588,7,649,non-default
suburban,252,7.25,688,default
urban,536,7.25,609,default
suburban,412,7.25,680,non-default
suburban,293,7,506,default
suburban,474,7.25,704,default
urban,432,7,630,default
urban,238,7,659,default
rural,438,7.25,623,non-default
suburban,863,7.75,595,non-default
suburban,710,7.25,771,default
rural,508,7,557,non-default
suburban,632,7,668,default
rural,943,7.5,708,default
rural,452,7.5,614,non-default
suburban,738,7,741,default
rural,143,7.25,554,non-default
urban,389,7.75,698,default
urban,328,7.5,712,default
suburban,200,8,663,default
urban,594,7.25,651,default
rural,1287,7.25,758,default
urban,585,7.5,610,default
suburban,602,8,737,non-default
urban,280,7,527,default
suburban,600,7.25,563,non-default
rural,1023,7.25,672,default
suburban,606,7.25,681,default
urban,393,7.5,719,default
rural,630,7,632,non-default
suburban,567,7.25,707,default
suburban,221,7,700,non-default
rural,1026,7.25,714,default
suburban,275,7.75,638,default
urban,697,7.25,673,default
suburban,613,7.25,640,default
suburban,544,7.25,681,non-default
suburban,241,7.5,632,non-default
suburban,755,7.25,683,non-default
suburban,477,7,669,default
urban,124,7,573,default
suburban,845,7.25,713,default
suburban,573,7.75,657,default
suburban,702,7.25,680,non-default
suburban,828,7.25,642,default
urban,289,7.75,695,non-default
suburban,798,7.25,680,default
suburban,520,7.75,631,default
suburban,385,7.25,631,non-default
suburban,460,6.75,793,non-default
suburban,474,7.25,669,default
suburban,260,7.75,613,default
suburban,446,7.25,631,non-default
rural,1107,7.25,676,default
suburban,416,6.75,725,non-default
suburban,560,7.5,609,default
suburban,247,6.5,639,default
urban,544,8,723,default
suburban,618,7,658,non-default
urban,247,7.25,574,non-default
rural,245,7.75,614,default
suburban,459,7,725,default
suburban,277,8,637,default
rural,912,7.25,697,default
suburban,395,7.25,575,non-default
urban,271,7.25,506,non-default
urban,440,7.75,459,default
rural,499,7.25,650,non-default
urban,247,7.5,505,default
suburban,884,7.5,673,non-default
urban,327,7.5,578,default
suburban,605,7.25,713,default
rural,1096,7.5,631,default
urban,404,7.5,510,default
rural,1046,7.25,677,default
suburban,887,7.25,687,default
suburban,929,7.25,722,default
rural,310,7.5,589,non-default
suburban,786,7.75,643,default
suburban,612,7,789,default
suburban,599,7,729,default
urban,579,7,655,non-default
urban,545,7.75,550,default
suburban,906,7.25,699,default
suburban,374,7,678,default
suburban,384,7.75,659,non-default
suburban,669,6.75,689,non-default
urban,613,7,759,default
suburban,277,7.75,636,default
rural,1231,7.5,682,default
urban,531,7,715,non-default
suburban,945,7.25,695,default
urban,553,7.25,607,default
suburban,501,7.25,714,default
suburban,484,7.5,665,default
urban,353,7.25,545,default
suburban,845,7.25,685,default
suburban,693,7.25,704,default
rural,857,7,759,default
suburban,593,7.25,651,non-default
urban,487,7,702,default
rural,753,7.75,743,default
rural,241,7.5,730,default
urban,609,7.75,606,default
suburban,736,7,650,default
suburban,398,8.25,659,default
suburban,175,7.75,681,non-default
suburban,751,7.5,788,default
suburban,773,7.5,686,default
rural,960,7.25,674,default
urban,691,7.5,650,non-default
urban,677,7,659,default
suburban,797,7.25,680,default
suburban,759,7,738,default
rural,920,7.25,781,default
suburban,399,7.5,632,non-default
suburban,248,6.75,568,default
suburban,479,7.25,753,non-default
suburban,400,7,645,non-default
rural,1015,7.25,707,default
suburban,479,7.75,798,non-default
suburban,420,7.25,746,non-default
suburban,886,7.25,641,default
urban,586,7,831,non-default
suburban,517,7.25,737,default
suburban,669,7,738,default
rural,340,7.5,615,non-default
urban,539,7.5,600,default
urban,673,7.25,648,default
suburban,238,7,728,default
suburban,511,7.25,661,non-default
urban,727,7,736,non-default
suburban,791,7.25,681,default
suburban,909,7.25,702,non-default
rural,513,7,639,non-default
rural,259,7.5,551,non-default
suburban,338,7.5,685,default
rural,422,7.25,600,non-default
urban,467,7.25,670,default
suburban,787,7.25,691,default
suburban,323,7,605,non-default
suburban,336,7.25,626,non-default
suburban,423,7,696,default
urban,317,8,738,non-default
suburban,538,7.25,695,non-default
urban,174,7.25,501,default
suburban,822,7.25,752,default
suburban,264,8,633,default
suburban,634,7.25,740,default
suburban,212,7.25,699,non-default
suburban,262,7,624,non-default
suburban,714,7.25,595,non-default
rural,462,7.25,596,non-default
rural,554,6.75,619,non-default
suburban,641,7.25,693,default
suburban,227,7.75,662,default
urban,373,8.25,512,default
urban,723,7,779,non-default
suburban,762,7.25,723,default
suburban,645,7.5,532,default
suburban,768,6.75,678,non-default
urban,332,7.5,510,default
urban,202,6.75,698,default
rural,703,6.75,657,non-default
suburban,643,7.25,665,non-default
rural,691,6.75,566,non-default
rural,1479,7.5,708,default
suburban,730,7.25,691,default
suburban,418,7.25,700,default
rural,579,7.25,641,non-default
urban,499,7,666,default
suburban,669,7.5,638,default
rural,412,7.25,622,non-default
suburban,551,8.25,781,default
suburban,878,7.75,622,default
suburban,598,7.25,666,default
rural,383,7.5,595,non-default
rural,692,6.5,634,non-default
urban,191,7.5,718,non-default
suburban,244,7.25,612,default
rural,1126,7.25,701,default
suburban,855,7.75,719,default
urban,340,7.75,514,default
suburban,205,6.75,590,default
suburban,695,7.5,676,default
rural,277,7.25,453,non-default
suburban,583,7.5,688,non-default
suburban,659,7.25,705,default
urban,267,6.75,720,default
suburban,378,7,617,non-default
urban,622,7,650,default
urban,484,7.25,596,default
urban,480,6.75,682,default
suburban,376,7.5,660,default
suburban,699,7.25,569,default
rural,847,6.5,687,non-default
rural,906,7.25,719,default
urban,417,7.5,520,default
suburban,822,7.25,710,default
urban,666,7,747,default
suburban,716,6.75,692,non-default
urban,315,7.25,645,non-default
suburban,304,7,463,default
suburban,431,7.25,712,default
suburban,922,7.25,673,default
suburban,671,7.5,551,default
suburban,951,7.25,729,default
rural,757,6.5,628,non-default
suburban,1033,7.25,697,default
urban,473,7.25,548,default
suburban,753,7.25,696,default
suburban,706,7,764,default
urban,517,7.5,531,default
urban,222,7.5,569,default
urban,190,7.25,370,default
urban,473,7.25,613,default
rural,542,7.25,802,non-default
urban,599,7,779,default
suburban,830,7.25,674,default
rural,602,7,573,non-default
suburban,691,7.25,709,default
suburban,462,7.75,724,non-default
rural,879,6.75,654,non-default
suburban,652,7.25,723,default
rural,236,7.5,495,non-default
suburban,634,7.75,521,default
rural,996,7.5,662,default
rural,722,6.5,615,non-default
suburban,323,7.25,589,non-default
suburban,908,7.5,597,default
suburban,525,7,734,default
rural,530,7.75,606,default
urban,335,7.75,542,default
suburban,280,7,573,default
rural,1047,7.25,684,default
suburban,685,7.25,671,default
suburban,655,7.5,678,non-default
suburban,635,7.25,713,default
rural,256,7.5,568,non-default
suburban,761,7.25,717,non-default
urban,707,7.5,612,default
urban,270,7,685,non-default
suburban,411,7.5,704,default
urban,718,6.5,829,non-default
suburban,480,7.75,645,default
suburban,702,7.25,720,non-default
urban,614,7.25,606,default
suburban,811,7.25,552,default
rural,592,7.5,594,non-default
suburban,662,7,722,default
suburban,809,7,669,default
suburban,574,7.25,738,default
suburban,716,7.25,676,default
urban,500,7,576,default
urban,668,7.25,645,non-default
urban,232,7.75,461,default
suburban,276,7.25,642,non-default
suburban,778,7.25,689,default
urban,401,7,701,default
urban,401,7,728,default
suburban,686,7.25,723,default
suburban,828,7.5,668,default
suburban,437,7.25,662,default
urban,436,7,668,non-default
suburban,892,6.75,688,non-default
suburban,290,6.25,659,default
suburban,912,7.25,780,non-default
suburban,729,7,730,non-default
suburban,460,7.5,656,default
rural,362,7.25,632,default
suburban,440,7.5,675,default
suburban,598,7,723,default
urban,385,7.5,699,default
suburban,780,7,689,default
rural,592,7,645,non-default
urban,527,7.75,692,default
urban,712,7.5,598,non-default
suburban,954,7.5,658,default
rural,446,7.25,640,non-default
urban,340,7.75,527,default
rural,179,7.25,692,non-default
urban,618,7.75,534,default
suburban,833,7.25,687,default
suburban,281,7.5,602,default
rural,227,7.75,582,default
suburban,663,7.25,694,default
suburban,42,8,663,default
suburban,446,7,511,non-default
rural,373,7,553,non-default
urban,305,7.75,478,default
rural,1271,7.5,697,default
urban,487,7.5,527,default
suburban,542,7.25,689,default
suburban,372,7.25,683,non-default
suburban,437,8.25,570,default
suburban,843,7.75,465,default
suburban,587,7,703,non-default
rural,1236,7.5,665,default
suburban,529,7,706,non-default
urban,176,7,765,default
suburban,820,7.25,684,default
suburban,383,7.25,605,default
suburban,389,7.25,655,default
rural,534,7,640,non-default
rural,289,7.5,614,non-default
suburban,730,7.25,741,non-default
suburban,534,7,666,non-default
urban,414,7,726,non-default
rural,1251,7.25,706,default
rural,380,6.5,627,default
rural,142,7.5,604,non-default
suburban,953,7.25,755,non-default
urban,422,7,649,default
suburban,749,7.25,670,default
suburban,565,7.25,662,non-default
urban,572,7.25,711,default
suburban,544,7,665,non-default
urban,487,7.5,643,default
urban,417,7,696,default
urban,610,7,694,default
suburban,780,7.25,675,default
suburban,274,6.75,685,non-default
suburban,749,7.25,693,default
suburban,433,7.5,767,non-default
rural,1257,7.25,741,default
suburban,747,7.75,661,default
suburban,841,7.5,589,default
rural,344,8,553,default
suburban,768,7.5,608,non-default
suburban,569,7.25,729,default
suburban,743,7.25,708,default
urban,392,7.5,559,default
suburban,583,7.25,694,default
suburban,421,8,443,default
urban,485,7,691,default
suburban,481,8,667,default
suburban,526,7.5,740,non-default
urban,632,7,746,default
urban,652,7.25,601,default
urban,582,6.75,631,default
suburban,94,7.75,643,default
urban,497,7,676,default
rural,814,7.25,730,default
urban,657,7.5,567,default
suburban,790,7.25,589,default
urban,480,6.5,820,non-default
suburban,694,7.25,648,non-default
suburban,980,7.25,702,default
suburban,624,7,751,non-default
rural,1099,7.5,642,default
rural,1638,7.5,718,default
suburban,618,7.25,670,default
urban,521,7,677,default
urban,335,7.5,550,non-default
suburban,416,7.5,671,default
urban,495,7.5,625,default
rural,373,7.5,581,non-default
suburban,797,7,661,non-default
urban,266,6.75,586,default
suburban,474,7,681,default
suburban,274,7,598,non-default
urban,408,7.75,424,default
suburban,352,7.25,562,non-default
rural,1273,7.5,675,default
rural,862,7.25,691,default
suburban,469,7.25,710,non-default
suburban,773,7.5,654,default
urban,426,7,697,non-default
urban,246,7,503,default
suburban,785,7,681,non-default
rural,490,7.5,576,non-default
suburban,961,7.25,689,default
rural,693,6.75,640,non-default
suburban,305,7,650,default
suburban,615,7.25,640,non-default
suburban,799,6.25,752,non-default
suburban,466,7.5,686,default
suburban,666,7.5,660,default
suburban,668,7.25,732,default
urban,408,8.25,553,non-default
suburban,505,7.5,689,default
suburban,348,6.75,785,non-default
urban,227,7,718,non-default
rural,1040,7.75,648,non-default
suburban,695,7,652,non-default
suburban,723,7.5,637,default
rural,710,7,631,non-default
suburban,755,7.5,661,default
urban,241,7.75,392,default
suburban,491,7.25,659,non-default
suburban,512,7,718,default
suburban,555,7,720,default
suburban,696,7.25,661,default
suburban,667,7.25,655,default
urban,511,7,637,default
suburban,525,7.25,703,default
urban,431,7,710,non-default
suburban,555,7,753,default
suburban,938,7.25,702,default
suburban,135,7.75,637,default
suburban,951,7,729,default
rural,673,7,634,non-default
urban,441,7.25,677,non-default
urban,395,7.25,667,default
suburban,703,7.25,613,default
suburban,844,7.75,665,non-default
rural,217,7,581,non-default
urban,323,7.75,704,default
urban,429,7.25,653,non-default
urban,100,8,681,default
urban,305,7.75,533,default
suburban,898,7.25,724,default
suburban,772,7.25,694,default
rural,1011,7.25,732,default
rural,1140,7.25,714,default
suburban,370,7,676,non-default
urban,206,7,699,non-default
urban,436,7.25,633,default
suburban,359,7.75,619,default
urban,227,7,719,default
suburban,763,7,684,non-default
rural,640,7.75,835,non-default
suburban,753,6.75,720,non-default
suburban,161,8.25,624,default
suburban,859,7.25,702,non-default
suburban,915,7.75,588,default
urban,545,7.5,537,non-default
urban,504,7.5,548,default
rural,867,7.25,746,default
urban,356,7.5,468,default
suburban,848,7.5,614,default
suburban,445,7.25,696,default
suburban,453,7.5,690,default
rural,762,7.5,639,default
urban,230,7.5,478,default
urban,513,7.75,545,default
suburban,158,8.25,642,default
rural,291,7.5,640,default
suburban,768,7.25,677,default
rural,531,8.25,581,default
rural,817,6.25,603,non-default
suburban,498,7.5,615,default
rural,739,7.25,709,default
urban,449,7.5,587,default
urban,523,7.25,613,non-default
urban,400,7.25,585,default
suburban,563,7.5,573,default
urban,559,7.25,594,default
rural,401,7,622,non-default
suburban,143,6.5,654,non-default
suburban,803,7.25,665,default
rural,1386,7.5,759,default
rural,403,7.5,623,default
suburban,714,7.75,600,default
suburban,293,6.5,661,non-default
suburban,396,7.5,533,default
suburban,534,7.25,720,default
suburban,343,7.25,659,non-default
rural,240,7,702,non-default
urban,112,7.5,498,default
suburban,874,7.25,645,default
suburban,710,7,715,non-default
suburban,516,7.5,675,default
rural,489,7,621,non-default
rural,116,8,603,default
urban,590,7.25,703,default
rural,456,7.75,583,non-default
suburban,510,7,722,default
suburban,376,7.5,658,default
rural,471,7.25,659,default
rural,466,7,606,non-default
suburban,203,7.75,673,default
suburban,350,7,690,default
suburban,281,6.5,740,non-default
suburban,755,7.5,591,default
urban,560,7.25,676,default
suburban,411,7.5,672,default
urban,686,7.25,721,non-default
suburban,608,7.5,646,non-default
suburban,486,7.25,703,default
suburban,930,7.25,700,default
suburban,986,7.75,661,non-default
suburban,467,7.75,660,default
suburban,1067,7.25,627,default
urban,328,7,709,default
suburban,583,7.25,685,default
suburban,668,7,674,non-default
urban,241,7.25,489,default
suburban,974,7.5,643,non-default
rural,961,7.25,699,default
rural,729,7.25,765,default
rural,327,7.25,649,non-default
suburban,768,7.5,567,default
suburban,261,7.5,649,non-default
rural,383,7.25,637,non-default
urban,356,7.75,477,default
suburban,567,7,702,default
suburban,848,7.25,667,default
urban,380,7.25,626,default
rural,813,6.75,629,non-default
suburban,531,7,735,default
urban,536,7.25,699,non-default
rural,1058,7.25,736,default
suburban,784,7.25,661,default
suburban,782,7.25,649,default
suburban,496,7.25,690,non-default
suburban,462,7.5,664,non-default
suburban,260,6.25,724,non-default
suburban,382,7.75,684,default
suburban,707,7,745,non-default
suburban,884,7.25,711,default
rural,423,7.5,652,default
rural,646,6.75,605,non-default
urban,440,7,643,non-default
suburban,827,7.75,626,default
urban,536,7,709,default
urban,346,7.25,625,default
urban,331,7.5,544,default
suburban,371,7.25,686,default
suburban,507,7.25,695,default
rural,259,7.75,603,default
urban,206,7,681,non-default
suburban,337,7.5,668,default
rural,215,6.75,685,default
urban,630,7.25,614,default
suburban,822,7.25,693,default
suburban,868,7.25,698,default
rural,503,7,587,non-default
suburban,366,8.5,688,default
urban,242,6.75,657,default
urban,91,6.75,578,default
suburban,527,7.5,714,non-default
suburban,237,7.25,520,non-default
urban,538,7.75,751,default
suburban,424,7,684,non-default
rural,421,7.25,634,non-default
rural,344,7.75,538,non-default
suburban,537,7.25,689,default
suburban,659,7.75,521,default
rural,395,7.5,616,default
suburban,459,7.75,582,default
suburban,457,6.75,383,non-default
rural,449,7.75,488,default
urban,452,7.75,728,default
suburban,311,7.25,693,non-default
suburban,624,7.25,746,default
urban,509,7.25,640,default
suburban,310,7.25,563,default
rural,499,7.75,686,default
suburban,489,7.25,708,default
suburban,471,7,740,non-default
suburban,578,7.75,471,default
suburban,285,7,606,non-default
suburban,360,7.5,512,default
suburban,648,7.25,675,default
suburban,714,7.25,679,default
urban,201,7,505,default
urban,638,7,756,default
urban,263,7.75,499,default
rural,927,7.25,757,default
rural,1087,7,778,default
suburban,586,7.25,647,default
urban,431,7.5,505,default
rural,936,7.25,839,default
urban,621,6.75,758,non-default
suburban,543,7.5,646,default
suburban,695,7,677,non-default
rural,1101,7.25,717,default
suburban,421,7.25,722,non-default
urban,189,7.5,511,default
suburban,724,7.75,607,default
suburban,621,7,778,default
rural,393,7.5,567,non-default
urban,592,7,649,default
suburban,664,7.25,655,default
suburban,640,7.5,583,default
suburban,433,7.25,681,non-default
suburban,247,6.25,583,non-default
suburban,944,7.75,604,default
urban,245,7,708,default
rural,1205,7.5,784,default
suburban,386,6.75,728,non-default
suburban,306,7.25,684,non-default
suburban,410,7,680,non-default
rural,496,7.5,623,non-default
suburban,415,7.75,709,default
suburban,685,7.25,685,default
suburban,699,7.25,688,default
suburban,367,7,687,non-default
urban,360,7.25,666,default
suburban,604,7.5,692,non-default
suburban,392,7.75,570,non-default
suburban,587,7.75,516,default
suburban,800,7,686,default
rural,207,7.5,573,non-default
suburban,582,7.25,695,default
urban,389,7.75,713,default
urban,483,7.5,582,default
rural,876,7,634,non-default
urban,480,7.5,634,default
suburban,452,7.5,742,non-default
urban,524,7.5,538,default
suburban,776,7.5,622,non-default
urban,348,7.5,704,default
suburban,540,7.25,692,default
suburban,471,7.5,632,default
urban,544,7.25,647,non-default
suburban,352,7.25,668,default
urban,405,7.5,534,default
rural,699,7,620,non-default
rural,504,7.5,585,non-default
suburban,620,7.75,638,default
suburban,718,7.25,708,default
urban,649,6.75,743,non-default
suburban,524,7.75,757,non-default
suburban,948,7.25,644,default
rural,157,8,593,default
rural,221,7.75,592,default
rural,544,6.75,646,non-default
suburban,835,7.25,662,non-default
urban,564,7,672,default
urban,367,7.5,595,default
urban,546,7.5,483,default
urban,702,7.5,641,default
suburban,437,7.25,684,default
suburban,895,7.25,672,default
urban,657,7.5,592,default
suburban,556,7,689,default
rural,500,7,603,non-default
rural,203,7.5,552,non-default
suburban,772,8,642,non-default
urban,161,6.75,523,default
suburban,310,7,609,non-default
suburban,483,7.25,608,non-default
urban,553,7,676,default
rural,255,8,600,default
suburban,878,7.25,640,default
rural,1284,7.5,713,default
rural,725,7,652,non-default
suburban,815,7.25,687,default
urban,483,7,623,default
rural,1059,7.5,633,default
suburban,700,7.25,698,default
rural,1644,7.5,694,default
suburban,449,7.75,632,non-default
suburban,525,7.25,717,default
urban,312,7.25,632,non-default
suburban,877,7.5,673,non-default
urban,346,7.75,417,default
suburban,840,7.5,661,default
rural,700,7,588,non-default
suburban,797,7.25,673,default
rural,345,7,646,non-default
suburban,352,6.75,653,non-default
suburban,362,7.5,552,default
suburban,253,6.5,503,default
rural,780,7,624,non-default
rural,947,6.25,671,non-default
urban,422,7,649,non-default
suburban,701,8,480,default
urban,673,7,679,default
urban,59,7,479,default
suburban,560,7.25,662,default
suburban,862,7.25,749,non-default
suburban,711,7.5,636,default
rural,417,6.75,464,non-default
suburban,457,7,668,non-default
urban,156,7,728,default
urban,360,7.5,704,default
suburban,427,7,679,non-default
suburban,934,8,649,default
urban,340,7.5,536,default
urban,533,6.75,787,non-default
urban,139,7,429,default
urban,325,7.75,769,non-default
suburban,271,6.75,625,default
suburban,568,7.25,716,default
rural,1015,7.25,707,default
suburban,799,6.75,712,non-default
suburban,748,7.75,613,non-default
suburban,863,7.25,773,default
suburban,488,7.25,708,default
suburban,535,8,707,non-default
suburban,424,8,524,default
suburban,446,7.25,642,default
suburban,496,6.75,587,non-default
suburban,797,7.25,716,default
urban,355,7.25,618,default
rural,953,7.25,714,default
urban,238,7.75,503,default
suburban,583,7.25,677,non-default
suburban,902,7.25,682,default
rural,759,7.25,745,default
rural,1126,7.5,677,default
rural,323,7.25,657,non-default
suburban,479,7,706,default
suburban,697,7,696,non-default
suburban,554,7.75,708,non-default
urban,511,7.5,569,default
rural,1017,7.25,718,default
suburban,344,7.25,630,default
suburban,584,7.75,586,default
suburban,206,6.5,527,non-default
rural,1161,7.5,709,default
urban,294,7.75,692,default
rural,476,7,601,non-default
suburban,1103,7.25,688,default
rural,333,7.75,586,default
rural,1070,7.25,774,default
suburban,846,7.75,589,non-default
suburban,312,6.5,592,non-default
rural,263,7.5,614,default
suburban,813,7.25,680,default
suburban,329,6.75,652,non-default
suburban,687,7.25,701,default
suburban,876,6.75,708,non-default
suburban,371,7.25,685,non-default
suburban,742,7.75,517,default
urban,762,7.25,623,default
urban,356,7.25,732,non-default
suburban,468,7,702,default
suburban,384,7.75,571,non-default
suburban,694,7.25,650,default
urban,478,7,691,default
suburban,732,7.25,683,default
urban,271,7,661,default
rural,764,6.75,634,non-default
rural,862,6.5,663,non-default
urban,557,7,759,non-default
urban,496,7,664,non-default
suburban,358,8,670,default
urban,551,7,737,non-default
